,ice_source,region,sample,scenario,riskaverse,startyr,endyr,Tavg,dSdt
292,AIS,WAIS,147,SSP119,,2016,2050,0.5423110964850001,0.00023582230392156864
293,AIS,WAIS,147,SSP119,,2051,2100,0.5219430964849999,0.0012617181972789109
294,AIS,WAIS,148,SSP119,,2016,2050,0.6080996679135713,-1.7442401960784292e-05
295,AIS,WAIS,148,SSP119,,2051,2100,0.618667096485,8.80295918367347e-05
296,AIS,WAIS,149,SSP119,,2016,2050,0.5357996679135714,0.0003245504901960786
297,AIS,WAIS,149,SSP119,,2051,2100,0.5667510964849999,0.0018274872448979585
298,AIS,WAIS,150,SSP119,,2016,2050,0.4995825250564285,-0.00013095171568627454
299,AIS,WAIS,150,SSP119,,2051,2100,0.42478509648499985,0.00019651003401360544
300,AIS,WAIS,151,SSP119,,2016,2050,0.46770823934214284,0.0002484370098039216
301,AIS,WAIS,151,SSP119,,2051,2100,0.358029096485,0.0007796253401360541
302,AIS,WAIS,152,SSP119,,2016,2050,0.43918538219928566,0.00017695245098039219
303,AIS,WAIS,152,SSP119,,2051,2100,0.41082909648499993,0.000715871088435374
304,AIS,WAIS,153,SSP119,,2016,2050,0.5265825250564284,-6.347156862745095e-05
305,AIS,WAIS,153,SSP119,,2051,2100,0.5156830964849999,0.00034789914965986386
306,AIS,WAIS,154,SSP119,,2016,2050,0.5038625250564285,0.00042176029411764704
307,AIS,WAIS,154,SSP119,,2051,2100,0.5118750964849998,0.0012131034013605432
308,AIS,WAIS,155,SSP119,,2016,2050,0.4394339536278571,0.00024092990196078438
309,AIS,WAIS,155,SSP119,,2051,2100,0.44479709648499993,0.0005161685374149658
310,AIS,WAIS,156,SSP119,,2016,2050,0.507693953627857,-6.377450980392159e-05
